央视,#genre#
辽宁体育,http://ygbh.site/php/bfgd.php?id=611
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058
辽宁新动漫,http://ygbh.site/php/bfgd.php?id=140
辽宁影视剧,http://ygbh.site/php/bfgd.php?id=070
辽宁北方,http://59.46.85.61:801/hls/17/index.m3u8
辽宁都市,http://59.46.85.61:801/hls/18/index.m3u8
辽宁经济,http://59.46.85.61:801/hls/21/index.m3u8
辽宁教育,http://59.46.85.61:801/hls/20/index.m3u8
辽宁生活,http://59.46.85.61:801/hls/22/index.m3u8
辽宁体育,http://59.46.85.61:801/hls/23/index.m3u8
辽宁影视剧,http://59.46.85.61:801/hls/25/index.m3u8


辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8
辽宁教育,http://120.76.248.139/live/bfgd/4200000075.m3u8
辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8
辽宁经济,http://120.76.248.139/live/bfgd/4200000076.m3u8
辽宁经济,http://120.76.248.139/live/bfgd/4200000480.m3u8
辽宁都市,http://120.76.248.139/live/bfgd/4200000068.m3u8


吉林,#genre#
吉林生活,http://5vn.cn:9003/hls/70/index.m3u8
吉林都市,http://5vn.cn:9003/hls/71/index.m3u8
吉林影视,http://5vn.cn:9003/hls/72/index.m3u8
吉林乡村,http://5vn.cn:9003/hls/73/index.m3u8
长影频道,http://5vn.cn:9003/hls/74/index.m3u8
吉林教育,http://5vn.cn:9003/hls/79/index.m3u8
吉林综艺,http://5vn.cn:9003/hls/80/index.m3u8

长春综合,http://p2bj.vzan.com/slowlive/763922717250086092/live.m3u8
长春综合,http://r2bj.vzan.com/v/slowlive_763922717250086092.flv
长春文旅体育,http://p2bj.vzan.com/slowlive/077592635708642635/live.m3u8
长春文旅体育,http://r2bj.vzan.com/v/slowlive_077592635708642635.flv
长春市民生活,http://p2bj.vzan.com/slowlive/317775187203351257/live.m3u8
长春市民生活,http://r2bj.vzan.com/v/slowlive_317775187203351257.flv

延边新闻,https://live.ybtvyun.com/video/s10016-ca5bdbc3f06d/index.m3u8
延边经济,https://live.ybtvyun.com/video/s10016-6d4fe23a90b3/index.m3u8


黑龙江,#genre#
黑龙江都市,http://39.134.67.108/PLTV/88888888/224/3221225969/1.m3u8
黑龙江公共农业,http://39.134.67.108/PLTV/88888888/224/3221225994/1.m3u8
黑龙江少儿,http://39.134.67.108/PLTV/88888888/224/3221225979/1.m3u8
黑龙江文体,http://39.134.67.108/PLTV/88888888/224/3221225965/1.m3u8
黑龙江新闻法治,http://39.134.67.108/PLTV/88888888/224/3221225967/1.m3u8
黑龙江影视,http://39.134.67.108/PLTV/88888888/224/3221225973/1.m3u8

上海,#genre#
上海新闻综合,webview://https://live.kankanews.com/huikan?id=2
上海都市,webview://https://live.kankanews.com/huikan?id=4
第一财经,webview://https://live.kankanews.com/huikan?id=5
哈哈炫动,webview://https://live.kankanews.com/huikan?id=9
五星体育,webview://https://live.kankanews.com/huikan?id=10
魔都眼,webview://https://live.kankanews.com/huikan?id=11

上海新闻综合,http://218.1.217.21:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://218.1.217.21:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
上海教育,http://218.1.217.21:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
东方影视,http://218.1.217.21:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
上海都市,http://218.1.217.21:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0


江苏,#genre#
江苏城市,webview://https://live.jstv.com/?channelId=535
江苏综艺,webview://https://live.jstv.com/?channelId=556
江苏影视,webview://https://live.jstv.com/?channelId=542
江苏新闻,webview://https://live.jstv.com/?channelId=536
江苏教育,webview://https://live.jstv.com/?channelId=545
江苏体育,webview://https://live.jstv.com/?channelId=537
江苏国际,webview://https://live.jstv.com/?channelId=544
优漫卡通,webview://https://live.jstv.com/?channelId=543

江苏城市,http://ikuai.sunjianwu.fun:8800/udp/239.49.8.107:8000
江苏综艺,http://ikuai.sunjianwu.fun:8800/udp/239.49.8.108:8000
江苏体育,http://ikuai.sunjianwu.fun:8800/udp/239.49.8.117:8000
江苏影视,http://ikuai.sunjianwu.fun:8800/udp/239.49.8.118:8000
优漫卡通,http://ikuai.sunjianwu.fun:8800/udp/239.49.8.119:8000
江苏新闻,http://ikuai.sunjianwu.fun:8800/udp/239.49.8.120:8000
江苏教育,http://ikuai.sunjianwu.fun:8800/udp/239.49.8.122:8000
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8

苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州电影娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
苏州试播4k,https://live-auth.51kandianshi.com/szgd/csztv4k_4k.m3u8


浙江,#genre#
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教育,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8

宁波新闻,webview://https://www.ncmc.nbtv.cn/gbds/folder8458/NBTV1/index.shtml
宁波经济,webview://https://www.ncmc.nbtv.cn/gbds/folder8458/NBTV2/index.shtml
宁波都市,webview://https://www.ncmc.nbtv.cn/gbds/folder8458/NBTV3/index.shtml
宁波影视,webview://https://www.ncmc.nbtv.cn/gbds/folder8458/NBTV4/index.shtml


绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴新闻,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
余姚新闻,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化1,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
普陀新闻,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
萧山新闻,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan3/720p.m3u8
上虞新闻,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
嵊州新闻,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
新昌新闻,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌电影,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
永嘉新闻,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
龙游新闻,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
象山新闻,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
临平新闻,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
洞头综合,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
苍南新闻,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
平湖新闻,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
金华武义综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
开化新闻,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
龙泉新闻,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
舟山嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
诸暨新闻,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8


安徽,#genre#
安徽公共,http://live.ahcartv.dev.geek-zoo.cn/live/ggtv.m3u8?txSecret=642c057a63f8e7c6fcd0f236d3f24c69&txTime=6861F1F6
安徽国际,http://live.ahcartv.dev.geek-zoo.cn/live/gjtv.m3u8?txSecret=e628bcb47d7741b3a60c6793b7295d84&txTime=6861F1F6
安徽综艺体育,http://live.ahcartv.dev.geek-zoo.cn/live/zytytv.m3u8?txSecret=095c3ce3216bfda624ec4acce6e8a02c&txTime=6861F1F6
安徽影视,http://live.ahcartv.dev.geek-zoo.cn/live/ystv.m3u8?txSecret=e2c76086598b48e1fb4b6a823c69e2d5&txTime=6861F1F6
安徽农业科教,http://live.ahcartv.dev.geek-zoo.cn/live/nykjtv.m3u8?txSecret=4888aba85d563cfd8853ca0982febcbe&txTime=6861F1F6
安徽经济生活,http://live.ahcartv.dev.geek-zoo.cn/live/jjshtv.m3u8?txSecret=94e99c3721b25b3ac3d04be07d92fa3c&txTime=6861F1F6

安徽经济生活,webview://https://www.ahtv.cn/folder9000/folder20193?channelIndex=1
安徽综艺体育,webview://https://www.ahtv.cn/folder9000/folder20193?channelIndex=2
安徽国际,webview://https://www.ahtv.cn/folder9000/folder20193?channelIndex=6
安徽影视,webview://https://www.ahtv.cn/folder9000/folder20193?channelIndex=3
安徽公共,webview://https://www.ahtv.cn/folder9000/folder20193?channelIndex=4
安徽农业科教,webview://https://www.ahtv.cn/folder9000/folder20193?channelIndex=5

安徽经济生活,http://202.102.201.244:40022/rtp/238.1.79.44:4464
安徽影视,http://202.102.201.244:40022/rtp/238.1.79.42:4448
安徽农业科教,http://202.102.201.244:40022/rtp/238.1.79.40:4432
安徽综艺体育,http://202.102.201.244:40022/rtp/238.1.79.41:4440
安徽国际,http://202.102.201.244:40022/rtp/238.1.78.61:6360

安庆新闻,http://202.102.201.244:40022/rtp/238.1.78.117:6808
安庆经济,http://202.102.201.244:40022/rtp/238.1.78.118:6816

望江新闻,webview://http://wxfxx.wangjiang.tv/mag/livevideo/v1/video/wapVideoView?id=113
望江黄梅戏,webview://http://wxfxx.wangjiang.tv/mag/livevideo/v1/video/wapVideoView?id=112
安庆新闻,webview://https://www.zsaqnews.cn/html/rft/live.html?channelId=61005770c525480db84eed456cd093c1&type=1&siteId=ea1cf11ceacd4d6b914fa9d78e550b91&shareAppId=ea1cf11ceacd4d6b914fa9d78e550b91
安庆经济,webview://https://www.zsaqnews.cn/html/rft/live.html?channelId=b7287de089c6401f985ae27873fb34f8&type=1&siteId=ea1cf11ceacd4d6b914fa9d78e550b91&shareAppId=ea1cf11ceacd4d6b914fa9d78e550b91

安庆潜山,https://qsxw.gov.cn/rtmp_export/video22.m3u8

宿松戏曲文艺,rtmp://52181.lssplay.aodianyun.com/tv_radio_52181/tv_channel_3389?auth_key=4849469668-0-0-a08583749fce624e9ff690c859fcf8ae
宿松新闻综合,rtmp://52181.lssplay.aodianyun.com/tv_radio_52181/tv_channel_3390?auth_key=4849469644-0-0-4ebac1aa7b06c07197e6a43bb43b3fa7

淮北新闻综合,webview://https://www.hbnews.net/tv/
亳州综合,webview://https://www.ahbztv.com/televisi0n.html
滁州新闻综合,webview://http://www.cztv.cc/Live/index?liveid=1
滁州公共,webview://http://www.cztv.cc/Live/index?liveid=2
滁州科教,webview://http://www.cztv.cc/Live/index?liveid=3
芜湖新闻综合,webview://http://www.wuhubtv.com/folder1194/#
合肥新闻,webview://https://app.hfbtc.cn/shows/2/1.html
合肥生活,webview://https://app.hfbtc.cn/shows/2/2.html
合肥科创,webview://https://app.hfbtc.cn/shows/2/3.html
合肥教育法治,webview://https://app.hfbtc.cn/shows/2/4.html
池州综合,webview://https://www.chiznews.com/radio-television
铜陵新闻综合,webview://http://wxfx.tlbts.com/mag/livevideo/v1/video/wapVideoView?id=56
铜陵教育科技,webview://http://wxfx.tlbts.com/mag/livevideo/v1/video/wapVideoView?id=58
黄山新闻综合,webview://http://www.hsnewsnet.com/web/tvnews/
黄山文旅,webview://http://www.hsnewsnet.com/web/tvlife/

福建,#genre#
海峡卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建电视剧,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227079/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建公共,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227153/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建经济,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227184/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建旅游,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227190/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建少儿,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227194/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建文体,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227188/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建新闻,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227180/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建综合,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227149/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建教育,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227202/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建电视剧,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227079/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建公共,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227153/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建经济,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227184/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建旅游,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227190/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建少儿,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227194/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建文体,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227188/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建新闻,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227180/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
福建综合,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227149/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178


福州新闻,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
厦门卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
厦门一套,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226814/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
厦门二套,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226777/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
厦门三套,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226760/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178

莆田一套,webview://https://www.ptbtv.com/live/pt1t/
莆田二套,webview://https://www.ptbtv.com/live/pt2t/
仙游,webview://https://www.ptbtv.com/live/xyds/
泉州新闻,webview://https://www.qztv.cn/index/Medias/index/media_id/wq95wqbDnMKyd8KiwqzChnt0w5nChcKowoHCoQ/stream_name/news.html
泉州闽南语,webview://https://www.qztv.cn/index/Medias/index/media_id/wq95wqbDnMKyd8KiwqzChnt0w5nChcKofcKh/stream_name/mny.html

江西,#genre#
江西都市,http://220.176.218.11:9000/udp/239.252.220.238:5140
江西经济,http://220.176.218.11:9000/udp/239.252.219.173:5140
江西影视,http://220.176.218.11:9000/udp/239.252.220.242:5140
江西公共,http://220.176.218.11:9000/udp/239.252.220.102:5140
江西少儿,http://220.176.218.11:9000/udp/239.252.219.113:5140
江西新闻,http://220.176.218.11:9000/udp/239.252.220.100:5140
江西移动,http://220.176.218.11:9000/udp/239.252.220.241:5140
江西教育,http://220.176.218.11:9000/udp/239.252.219.115:5140
江西风尚,http://220.176.218.11:9000/udp/239.252.219.101:5140
南昌新闻,http://220.176.218.11:9000/udp/239.252.220.247:5140
南昌都市,http://220.176.218.11:9000/udp/239.252.220.248:5140
南昌资讯,http://220.176.218.11:9000/udp/239.252.220.249:5140

九江新闻,http://220.176.218.11:9000/udp/239.252.220.176:5140
九江公共,http://220.176.218.11:9000/udp/239.252.219.167:5140
九江教育,http://220.176.218.11:9000/udp/239.252.219.56:5140
赣州新闻,http://220.176.218.11:9000/udp/239.252.220.252:5140 
赣州公共,http://220.176.218.11:9000/udp/239.252.220.253:5140 
赣州教育,http://220.176.218.11:9000/udp/239.252.220.254:5140

江西都市,https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8
江西经济,https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8
江西影视,https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8
江西公共,https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8
江西少儿,https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
江西新闻,https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8

江西都市,http://58.17.89.7:8081/hls/18/index.m3u8
江西影视,http://58.17.89.7:8081/hls/20/index.m3u8
江西新闻,http://58.17.89.7:8081/hls/23/index.m3u8
江西少儿,http://58.17.89.7:8081/hls/22/index.m3u8
江西经济,http://58.17.89.7:8081/hls/19/index.m3u8

南昌新闻,webview://https://www.nctv.net.cn/live?channel=1
南昌都市,webview://https://www.nctv.net.cn/live?channel=2
南昌资讯,webview://https://www.nctv.net.cn/live?channel=3

九江新闻,https://live02.jxtvcn.com.cn:443/live-jxtvcn/ganyun_jiujiang1.m3u8?token=ae4642319f8d19c71d66ac248fd30d79&t=174974824234227
九江公共,https://live02.jxtvcn.com.cn:443/live-jxtvcn/ganyun_jiujiang2.m3u8?token=ae4642319f8d19c71d66ac248fd30d79&t=174974824234227
九江教育,https://live02.jxtvcn.com.cn:443/live-jxtvcn/ganyun_jiujiang3.m3u8?token=ae4642319f8d19c71d66ac248fd30d79&t=174974824234227

九江新闻,webview://https://www.jjntv.cn/live?id=jjtv1
九江公共,webview://https://www.jjntv.cn/live?id=jjtv2
九江教育,webview://https://www.jjntv.cn/live?id=jjfz

彭泽,https://play-a2.quklive.com/live/1740970999257207.m3u8


南昌新闻,http://play-live-hls.jxtvcn.com.cn/live-city/tv_nanchang.m3u8
赣州新闻,http://play-live-hls.jxtvcn.com.cn/live-city/tv_ganzhou.m3u8
南昌新闻,http://play-live-hls.jxtvcn.com.cn/live-city/tv_nanchang.m3u8
九江新闻,http://play-live-hls.jxtvcn.com.cn/live-city/tv_jiujiang.m3u8
景德镇新闻,http://play-live-hls.jxtvcn.com.cn/live-city/tv_jingdezhen.m3u8
吉安综合,http://play-live-hls.jxtvcn.com.cn/live-city/tv_jian.m3u8

永修一套,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yongxiu.m3u8


山东,#genre#
山东齐鲁,webview://https://v.iqilu.com/live/qlpd/
山东新闻,webview://https://v.iqilu.com/live/ggpd/
山东农科,webview://https://v.iqilu.com/live/nkpd/
山东少儿,webview://https://v.iqilu.com/live/sepd/
山东体育,webview://https://v.iqilu.com/live/typd/
山东文旅,webview://https://v.iqilu.com/live/yspd/
山东生活,webview://https://v.iqilu.com/live/shpd/
山东综艺,webview://https://v.iqilu.com/live/zypd/

青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台经济,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
烟台新闻,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8


河北,#genre#
河北经济,webview://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=1
河北农民,webview://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=2
河北都市,webview://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=3
河北影视剧,webview://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=4
河北少儿科技,webview://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=5
河北公共,webview://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=6

河北经济,http://1.94.31.214/php/hebei.php?id=jjsh
河北农民,http://1.94.31.214/php/hebei.php?id=nmpd
河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北影视剧,http://1.94.31.214/php/hebei.php?id=hbys
河北少儿科技,http://1.94.31.214/php/hebei.php?id=sekj
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg


河南,#genre#
河南新闻,webview://https://static.hntv.tv/total/television/?id=149
河南都市,webview://https://static.hntv.tv/total/television/?id=141
河南民生,webview://https://static.hntv.tv/total/television/?id=146
河南法治,webview://https://static.hntv.tv/total/television/?id=147
河南公共,webview://https://static.hntv.tv/total/television/?id=151
河南电视剧,webview://https://static.hntv.tv/total/television/?id=148

河南都市,http://39.164.174.139:5000/nl.m3u8?id=HENDSHD
河南电视剧,http://39.164.174.139:5000/nl.m3u8?id=HENDSJHD
河南公共,http://39.164.174.139:5000/nl.m3u8?id=HENGGHD
河南新闻,http://39.164.174.139:5000/nl.m3u8?id=HNTV-XW
河南民生,http://39.164.174.139:5000/nl.m3u8?id=HNTV3-MS
河南法治,http://39.164.174.139:5000/nl.m3u8?id=HNTV4-FZ

湖北,#genre#
湖北经视,http://home.sylaigym.top:8887/udp/239.69.1.41:9886
湖北综合,http://home.sylaigym.top:8887/udp/239.69.1.42:9892
湖北垄上,http://home.sylaigym.top:8887/udp/239.69.1.43:9898
湖北公共,http://home.sylaigym.top:8887/udp/239.69.1.40:9880
湖北影视,http://home.sylaigym.top:8887/udp/239.69.1.204:10866
湖北教育,http://home.sylaigym.top:8887/udp/239.69.1.206:10878

湖北经视,webview://https://news.hbtv.com.cn/app/tv/432
湖北综合,webview://https://news.hbtv.com.cn/app/tv/433
湖北公共新闻,webview://https://news.hbtv.com.cn/app/tv/434
湖北生活,webview://https://news.hbtv.com.cn/app/tv/436
湖北教育,webview://https://news.hbtv.com.cn/app/tv/437

十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8

湖南,#genre#
湖南都市,http://183.215.134.239:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://183.215.134.239:19901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://183.215.134.239:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://183.215.134.239:19901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0

金鹰卡通,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227018/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
金鹰纪实,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226937/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178


湖南经视,http://php.jdshipin.com/TVOD/iptv.php?id=hnjs
湖南经视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnjs
湖南经视,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-2.m3u8
湖南国际,http://php.jdshipin.com/TVOD/iptv.php?id=hngj
湖南国际,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hngj
湖南国际,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-4.m3u8
湖南娱乐,http://php.jdshipin.com/TVOD/iptv.php?id=hnyl
湖南娱乐,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnyl
湖南娱乐,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-13.m3u8
湖南爱晚,http://php.jdshipin.com/TVOD/iptv.php?id=hngg
湖南爱晚,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-9.m3u8
湖南电影,http://php.jdshipin.com/TVOD/iptv.php?id=hndy
湖南电视剧,http://php.jdshipin.com/TVOD/iptv.php?id=hndsj
湖南电视剧,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hndsj

先锋乒羽,http://39.135.55.105:6610/PLTV/88888888/224/3221226851/index.m3u8?servicetype=1
快乐垂钓,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226940/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
苍南新闻,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
洞头综合,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8

广东,#genre#
